RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity,SalesOrderID,SalesOrderDate,SalesOrderStatus,SalesAmount
Lake Richard,Slovakia (Slovak Republic),West Virginia,Bryanborough,58160,"859 John Lane
North Deborahborough, ND 63839",Williams-Carter,Kimberly Short DVM,imartinez@williams.com,001-074-506-7006x37276,2020-06-26,"Education officer, environmental",Clothing,Air Conditioner,Over source machine idea will training.,717.58,176.53,110.85,Danielle Miller,"12326 Krause Place
South Justin, TX 93967",19181.23,david80@gmail.com,(834)543-5819,Shipped,2023-03-10,11,569.31,14,7a3e16a8-b121-478d-afe9-13c043a95e27,2022-09-18,Completed,6262.41
Lake Connie,Central African Republic,Utah,Allenbury,90418,"586 Hill Drives Suite 622
Port Kristenbury, OH 08604",Herman Inc,Nathan Jackson,darrell75@morrison.net,+1-020-567-1085x4241,2020-12-21,Trade union research officer,Furniture,Table,Think goal laugh and.,655.94,156.58,1339.11,Jay Beasley,"47089 Brandt Land
West Stephen, DC 73206",18137.96,bruce73@yahoo.com,(949)099-8782x9818,Processing,2024-04-21,17,1097.06,54,87c2419c-1e43-4d1c-89b0-e4aa07ac9f5e,2023-09-17,Returned,18650.02
Melissashire,Bermuda,Arizona,Morganstad,71238,"162 Thomas Locks
Chanborough, RI 33709","Miles, Burns and Johnson",Michelle Matthews,patrick50@edwards.com,+1-280-725-0462x1844,2022-11-07,Musician,Appliances,Smartwatch,Whether floor bank Congress ago tend police.,902.43,272.98,1414.01,Amy Rodriguez,"3498 Miranda Ville Apt. 795
Knightchester, OR 19814",14387.56,whernandez@thomas-martinez.info,(440)179-4376x84117,Shipped,2022-09-11,2,285.0,81,7a3685f6-4b15-43f8-8efe-1816dae9cf31,2024-05-10,Returned,570.0
Jessicashire,Saint Kitts and Nevis,Alabama,Jaredview,21066,"5473 Long Prairie Suite 413
North Melissa, DC 40395",Baker PLC,Tracy Johnson MD,campbelldebra@vargas-harrison.biz,345.867.1534x48315,2020-05-20,Chartered loss adjuster,Clothing,Smartphone,Safe language view office.,170.02,221.7,379.23,Marie Brown,"15084 Matthew Highway Apt. 705
Kristinshire, ME 41352",4434.37,kelly29@macias-jordan.com,926.174.5267,Processing,2023-04-17,14,676.79,67,fbe44cd9-d4db-45de-941b-f7e6a09a807d,2023-08-11,Completed,9475.06
Cantrellshire,Montserrat,Minnesota,Williamfort,89291,"211 Andersen Ramp
Hollyview, ID 80407",Boyd-Butler,Erin Lawrence MD,rickymay@walker.info,397.034.8161x65780,2021-11-08,Science writer,Appliances,Jacket,Standard attack her camera campaign accept set.,504.9,45.43,69.27,Charlene Garza,"PSC 5188, Box 4361
APO AE 02318",13150.59,zachary94@gmail.com,+1-421-934-4334x92678,Cancelled,2022-11-09,3,636.06,92,83055460-043e-49f3-9870-7ace15720808,2023-12-09,Pending,1908.1799999999998
East Bradleyland,Antigua and Barbuda,Illinois,Davidberg,00864,"53443 Catherine Brook
Johnchester, VT 73962","Mcintosh, Sanders and Ortiz",Jeffrey James,lsmith@hotmail.com,699-967-0345x645,2021-06-08,Human resources officer,Appliances,Microwave,Begin western attorney drive.,977.1,271.62,176.21,Mr. Dale Miller II,"03282 Carrillo Grove Apt. 416
Nancyfurt, FL 97358",17229.29,martineztodd@lynn.org,+1-154-696-7373x11491,Cancelled,2022-08-27,2,371.94,42,269f9064-f317-42f5-81e4-02484cc94286,2022-08-26,Completed,743.88
East Erin,Palau,New Hampshire,North David,78979,"80055 Edward Coves Apt. 941
Lopezview, ID 92683","Huber, Reed and Lawrence",Alexandra Vasquez,fstewart@yahoo.com,765-823-4678x85515,2024-04-05,Maintenance engineer,Electronics,Smartphone,Nearly though focus.,56.03,465.08,1423.0,Christine Hernandez,"87334 Davenport Street Suite 023
Bentleychester, MS 29512",7055.02,tmorrison@hotmail.com,022-013-3620x827,Cancelled,2024-06-26,12,1276.82,59,b47c24ca-efec-4104-aef1-50a303ff9577,2024-01-30,Returned,15321.84
West Matthewberg,Lithuania,West Virginia,Thomasstad,21647,"6781 Robinson Forges Suite 827
East Aaronborough, ID 95014","Morrison, Blanchard and Knox",Janet Fowler,inavarro@blankenship.info,1532549781,2022-08-22,Geophysicist/field seismologist,Appliances,Doll,Form entire describe teach couple safe.,524.37,71.5,1301.5,Jason Johnson,"3558 Angela Circle Suite 929
Crystalland, OH 16606",2445.25,vhamilton@ramirez-gonzales.com,(701)353-5529x88797,Shipped,2022-10-19,16,561.64,50,80c14747-ab2a-455a-b18c-a426f028829c,2023-05-09,Pending,8986.24
Rachelmouth,Netherlands,Colorado,Port Elizabethmouth,57290,"6396 Callahan Camp Apt. 073
Mitchellchester, ME 91410",Smith-Dennis,Nicholas Gomez,natalie61@hotmail.com,514-441-5878x818,2020-06-19,Oceanographer,Electronics,Puzzle,Early minute year base.,597.61,153.49,592.87,Lauren Wells,"390 Jennifer Groves
Lake Benjaminborough, NM 18415",2602.34,kparker@watson-simon.org,001-610-163-0614x778,Shipped,2024-03-12,16,1012.55,45,9744b86a-3058-4181-bbff-3fde86e0d40c,2023-08-23,Completed,16200.8
Aaronbury,Mongolia,Tennessee,North Donald,10320,"3002 Chen Flats Suite 574
Hartmanstad, MN 36069","Henry, Flores and Lyons",Tony Silva,ianbradley@king.com,(166)217-3064x75383,2023-02-10,Public affairs consultant,Electronics,Air Conditioner,Force number choose foot method deep her.,41.34,327.99,725.48,Brian Garcia,"6194 Johnson Crescent Suite 241
Boydshire, GA 79510",5593.31,brittany05@gmail.com,766.932.7240x163,Delivered,2023-01-31,18,771.2,73,9a3ebd0c-5589-4ce9-bc45-ee0f86bc2f11,2023-03-16,Pending,13881.6
North Mark,Belize,Idaho,Port Michelle,74213,"PSC 3831, Box 0973
APO AP 57470",Rodriguez Group,Cassandra Simpson,xgarner@acosta.com,(533)193-3194,2024-03-19,Firefighter,Electronics,Jeans,Individual actually whatever power.,860.83,364.93,718.37,Edwin Moore,"819 Robert Circles Apt. 389
Smithville, KS 71962",19774.91,hurleyshelley@maddox.com,(342)315-1806x9808,Cancelled,2024-02-22,2,1477.07,39,5267898c-e07c-4ded-af61-05e6d6b28abe,2022-10-11,Pending,2954.14
North Carol,Lithuania,California,East Carriefurt,10484,"820 Robert Avenue Apt. 034
Garciaburgh, FL 50061",Colon and Sons,Lacey Chen,tricia82@gonzalez.com,473-258-8143x2470,2023-04-08,"Chemist, analytical",Furniture,Laptop,In box including maybe debate.,819.75,123.29,332.13,Jennifer Porter,"2354 Collins Land
South Keith, AK 98547",14043.03,perezamanda@sosa-rose.com,593-502-4813,Processing,2023-11-15,15,1361.98,74,beffa8f8-7241-4c40-8166-8865b9068f28,2023-04-18,Returned,20429.7
West Anthonytown,Zimbabwe,Virginia,East Heatherville,93028,"4547 Noble Ford
Haileymouth, FL 89999",Estrada Inc,Christopher Holland,james10@yahoo.com,760.314.5088,2021-07-18,Learning mentor,Electronics,Board Game,Media star bank. No various authority unit.,767.6,170.38,1253.06,Casey Castillo,"414 Daniel Burg Apt. 898
Castroberg, OH 05453",5359.46,ichoi@mccullough.com,648-294-2489x007,Delivered,2023-12-12,5,278.9,44,222c0471-bb97-4602-9722-d998effb9c4c,2022-09-05,Pending,1394.5
Port Alyssaburgh,Saint Helena,Michigan,South Donnaview,80871,"0884 Ellis Wells Suite 535
Rodriguezport, MI 01963","Brown, Woods and Welch",Barry Brewer,sherrievans@gentry.com,001-439-218-0546x5666,2022-09-28,Early years teacher,Toys,Puzzle,Lawyer action election understand will.,536.98,311.6,898.68,William Brown,"033 Scott Alley
Julieside, NJ 24402",10145.32,francisco48@gmail.com,544.661.2188x6077,Delivered,2024-02-25,13,1405.4,72,43fb36ea-3a0c-4a03-9267-8da4f70e4c2c,2023-04-18,Returned,18270.2
Valdezview,Svalbard & Jan Mayen Islands,New York,Austinborough,79131,"99500 Franco Station
Port Joe, SD 18572","Wilkins, Fox and Olsen",Brian Lawrence,melissasmith@yahoo.com,(860)838-1136x150,2024-05-21,"Psychologist, forensic",Appliances,Microwave,Start answer exactly road necessary mouth.,582.64,470.76,262.08,James Hanson,"54874 Linda Lakes Suite 188
East Christopherville, IA 42962",7562.24,anthonyadam@daniel.org,001-331-743-7349x8654,Delivered,2023-08-09,19,977.23,75,e1771af9-26d8-4d55-95dc-56c3a5e42c3d,2024-02-15,Returned,18567.37
Eddieview,Turkey,Iowa,Elizabethview,07658,"PSC 6083, Box 2097
APO AE 94863",Waters-Contreras,Samuel Lee,morganjennifer@gmail.com,9708341370,2019-11-16,Science writer,Clothing,Laptop,Put usually method popular development Democrat.,765.96,8.72,404.81,Randy Jones,"355 Terrence Estate
Wuhaven, NV 30729",9030.87,watsonleah@oconnor.com,688-384-1599x07348,Processing,2024-06-16,9,396.94,43,00fa5720-4827-47a1-9d6a-337e32038af3,2024-03-30,Pending,3572.46
East Julie,American Samoa,North Carolina,North Julieport,89954,"593 Zachary Rest Apt. 630
East Laura, KY 95844",White-Thomas,Ronald Lopez,hawkinsstephanie@hotmail.com,610-821-4129x12582,2020-08-24,"Administrator, arts",Furniture,Cabinet,Always create voice science card.,491.07,376.34,670.17,Paul Baker,"74758 Shelley Cliffs
Maciasshire, NC 12228",17487.78,craigpoole@martin.com,(802)343-7763x061,Processing,2023-12-14,16,631.05,27,0c3f09c2-06d0-4708-9b5d-ba61213db9e4,2023-02-15,Returned,10096.8
South Jacobshire,Congo,Mississippi,South Edwin,70112,"569 Angela Orchard
Lake Tylerbury, ND 87675","Norton, Ford and Rodriguez",Whitney Morris,nboyle@gmail.com,001-072-186-9519,2021-11-09,"Engineer, agricultural",Toys,Puzzle,Cause perform purpose conference almost surface.,507.26,293.85,191.99,Jeffrey Smith,"625 Alicia Brooks Apt. 156
New Michaelberg, NC 36267",7194.08,mwilson@yahoo.com,(352)450-3225x101,Delivered,2022-12-08,12,1254.09,37,b9bee6c8-7545-4438-8c7c-548712207385,2023-11-13,Pending,15049.079999999998
Lake Joseph,Togo,Oregon,North Christopher,88201,"30684 Watts Passage
West Kristin, ID 07563",Frederick PLC,Anne Fowler,danielsmith@church.net,7661086898,2019-09-27,Ophthalmologist,Clothing,Dress,Production sea finish total group number at.,898.41,310.78,109.53,James Campbell,"564 Stefanie Meadows Apt. 751
Daltonstad, WV 24200",11782.81,teresa39@hotmail.com,+1-169-572-5962,Shipped,2023-09-05,20,644.58,16,4504a7ab-a70a-4e90-9377-ea81bb786b4a,2024-01-22,Pending,12891.6
Mitchellstad,Kiribati,Florida,Hannahview,42544,"1801 Martin Lakes
Port Xavier, MD 02502",Wright PLC,Alexandra Davis,bburnett@choi.com,0022041042,2020-04-30,Illustrator,Appliances,Board Game,Again represent break offer trade.,151.08,238.33,646.23,Bryan Kim,"8542 Berry Summit Suite 037
Pageside, NM 75572",17455.81,thomassandra@riggs-rice.biz,225.992.8536x149,Delivered,2023-11-15,19,487.72,87,d10eeca9-dc85-4f1d-bdfb-56133c7e57ed,2023-01-21,Returned,9266.68
Port Ashleyport,Zambia,Iowa,Bruceton,71353,"121 Darlene Inlet
North Rachel, KY 63921",Hanson LLC,Brian Thornton,xmorris@hotmail.com,(927)765-8550x945,2022-07-06,Building surveyor,Furniture,Blender,Court close fear learn. Health floor teacher no.,484.4,23.94,859.64,Edward Santana,"183 Wallace Drive
Taraport, NC 79274",7760.7,jenniferharris@yahoo.com,(257)759-3948x43932,Processing,2023-03-02,16,157.66,67,d9946989-b76e-47da-98c9-ab3a7635dd79,2023-01-08,Returned,2522.56
Stanleytown,Yemen,Louisiana,East Williamfurt,02752,"PSC 4788, Box 1706
APO AP 41194","Chandler, Stewart and Smith",Rhonda Molina,wileymark@williams.com,001-259-745-4854x990,2021-06-21,Financial planner,Appliances,T-Shirt,Quality strong herself rock.,592.53,44.79,31.36,Sarah Lewis,"887 Sweeney Centers Apt. 683
Port Michael, UT 44656",7236.2,tracy69@cabrera-allen.com,851.198.2501,Shipped,2022-08-01,9,271.25,58,596c3d11-dbb4-412b-a58e-23f39c0b8fe4,2024-02-06,Returned,2441.25
East Nathaniel,Brazil,California,South Jackport,60863,"41437 Lacey Light
North Dawn, VA 72955",Prince Group,Samuel Bean,andrew96@wilson-martin.net,213.261.6588x567,2021-04-26,Health and safety adviser,Electronics,Dress,Maybe college require.,95.86,382.82,271.09,Tina Woodard,"12315 Susan Plaza Suite 758
Emilyfurt, MO 06719",19619.0,christianfoster@gmail.com,+1-547-561-0100x5777,Shipped,2022-11-22,20,1018.24,21,cf7f6d63-aa9e-4784-bad0-94bf3df87c39,2023-08-23,Pending,20364.8
Gravesview,Norway,Nevada,Moranmouth,17609,"07409 John Road Suite 140
New Jeffrey, MI 27284",Sullivan-Bishop,Lynn Williamson,kdorsey@hotmail.com,948.069.8800x7412,2022-10-19,Clinical embryologist,Clothing,Chair,Machine see audience believe area leave.,809.2,23.82,79.54,Antonio Taylor,"653 Ian Square Suite 087
Joshuastad, AZ 53802",5155.58,fryejeanne@melton.org,640.771.8060x39286,Delivered,2022-09-17,13,935.97,80,9a9eddee-caf2-430c-ad5c-c574891ab7a5,2024-06-05,Completed,12167.61
Rodriguezville,Bangladesh,New Mexico,East Benjamin,52091,"4465 Mark Trail Apt. 030
North Diana, MD 41891",Thomas Group,Taylor Dudley,kayleepatel@baker.com,001-720-181-7304x7805,2022-04-03,Herbalist,Clothing,Shirt,Pressure cost you newspaper trade power despite.,911.36,42.6,693.78,Tiffany Peck,"057 Jones Green
Vanessaside, HI 10802",13619.0,brianwilson@yahoo.com,+1-542-557-9680x673,Processing,2023-04-15,9,625.69,37,0e8eeac6-dffb-4c1e-b5c8-afcce408a1a7,2022-11-13,Pending,5631.210000000001
Lake Jill,Panama,Louisiana,Matthewsshire,23972,"550 Sylvia Mall Suite 652
Bryantton, MA 39054",Butler-Simon,Christopher Reid,ashleyroach@gmail.com,9785452172,2023-05-28,Press photographer,Toys,Smartphone,Method onto operation him.,831.67,25.6,942.69,Jasmine Allen,"778 Lance Knoll Suite 082
West Lauratown, KY 54640",2888.08,ymanning@hotmail.com,7517752063,Shipped,2023-08-23,12,667.12,20,375c671c-f241-42fd-afef-66b6935d72f8,2024-01-25,Completed,8005.4400000000005
South Christopherside,Guernsey,Illinois,Coxfort,08692,"197 Bailey Junctions
New Nicholas, NC 63158",Day PLC,Shawn Perez,nicole23@gmail.com,761.813.5314x34140,2022-07-15,Hydrographic surveyor,Electronics,Bed,Consumer north name run home eye environmental.,676.41,241.01,427.78,Tonya Rogers,"38438 Phillip Shores
East Tommyton, NY 97914",17060.28,mary72@hotmail.com,(256)618-6614x55283,Shipped,2023-03-01,20,880.76,67,fd7af043-b776-4cf1-8b61-df608567facc,2024-03-17,Completed,17615.2
Lake Annatown,United States Minor Outlying Islands,Idaho,Carrollfort,60726,"974 Leslie Locks
West Shanehaven, WA 14269",Martin Group,Cathy Moore,david49@reid.com,001-073-727-3142x7666,2019-11-26,Careers information officer,Appliances,Table,Executive push government contain.,490.02,48.47,1352.29,Gloria Cohen,"017 Weber Radial
Jacobmouth, OR 98802",4200.79,joshuachandler@bentley.org,+1-145-679-2748x192,Delivered,2023-07-25,18,1240.22,47,1f73e7aa-ee19-440c-8c57-1620f85344e7,2022-07-12,Completed,22323.96
West Elizabeth,Greece,Missouri,West Dawn,55809,"97987 Wells Trace Apt. 745
Sawyertown, VT 38441",Bender LLC,Jennifer Kennedy,joannaharper@gmail.com,108-796-2044x62789,2022-01-22,Paramedic,Clothing,Board Game,Degree painting trouble there ago.,717.79,430.34,787.99,Susan Mccormick,"2219 Meyer Street Suite 337
New Jamesmouth, ND 25507",10346.07,david51@stark.com,001-345-352-9425x482,Cancelled,2023-05-19,20,847.3,30,3f58d2c5-d3c0-4f41-840a-05314118faaf,2023-01-20,Returned,16946.0
Anthonystad,Armenia,Florida,East Jeremyshire,73143,"700 Little Rapids
Chelseatown, NY 60326","Knapp, Acevedo and Rollins",Stephanie Campos,penadonald@hotmail.com,3057822711,2019-12-23,"Research officer, trade union",Clothing,Sofa,Summer tough if since simply capital lose.,881.93,180.75,1351.81,Stacy Goodman,"75263 Taylor Burgs Suite 813
North Joann, MA 28707",3604.46,dominiquewilson@gmail.com,(258)068-4682x0451,Processing,2023-03-28,13,1420.73,29,a49e7cde-3607-41e0-9dba-cb4b43e00f0b,2022-11-29,Completed,18469.49
Tonyhaven,Rwanda,Hawaii,Gregoryshire,21932,"391 Keller Forges Apt. 470
North Davidville, MD 15092",Harris Inc,Crystal Chan,kthomas@yahoo.com,6320971740,2022-12-06,Chartered public finance accountant,Electronics,Sofa,Center open any beautiful although employee.,964.82,163.98,366.15,Elizabeth Buchanan,"18752 David Camp Suite 741
Hoffmanville, IN 57121",16658.23,stephanie26@yahoo.com,(461)827-7467x63103,Cancelled,2023-08-19,12,346.44,25,dcdc3efe-7863-4b08-87ac-6dacf3073a8d,2022-10-25,Returned,4157.28
New Karen,Switzerland,Indiana,South Mary,37393,"3203 Daniel Villages Suite 030
West Codyfurt, LA 53488",Allen Group,Brian Harris,moorejustin@hotmail.com,6501319341,2021-01-22,Investment analyst,Appliances,Board Game,Drive consider office reduce.,55.07,236.04,565.79,Michelle Hamilton,"739 Stephen Camp Apt. 469
North Jason, RI 85404",6815.72,stevenanderson@yahoo.com,661-973-8782,Cancelled,2023-10-20,1,1388.56,66,262fb7a2-35ec-4fdd-825f-f82bb9a32f3b,2023-07-21,Pending,1388.56
Nancyshire,Peru,Wisconsin,Jeremyview,62636,"8021 Susan Circles
East Christinaside, PA 29423",Little-Hernandez,Kathy Cook,apittman@hotmail.com,432-803-1563x5009,2023-03-23,"Lecturer, further education",Furniture,Laptop,Hot after article note itself project.,620.12,359.15,938.44,Samantha Reed,"250 Paul Turnpike
Port Olivia, FL 30479",4819.62,jamie37@ruiz.biz,001-692-521-7308x85673,Delivered,2023-07-02,14,1492.98,74,aa280d78-11a7-4275-b818-394c00aa0e79,2024-04-08,Returned,20901.72
Burnsstad,Paraguay,Idaho,Kellyland,04148,"666 Gutierrez Prairie
North Mariafort, DC 51625",Casey LLC,Alexander Stephenson,oliversandy@hotmail.com,041.919.2628x6946,2023-11-05,Equality and diversity officer,Furniture,Chair,Local suggest thousand office ten skill economic.,37.34,290.14,589.15,Jason Smith,"267 Anthony Camp
Amandastad, TX 82109",5862.65,crystal80@gmail.com,(947)245-0372x72267,Cancelled,2023-11-20,10,179.04,50,cf837023-1630-400a-8d70-95143fd02842,2022-11-06,Pending,1790.3999999999999
Lake Albert,Malta,Alaska,Mariaville,23348,"850 Kenneth Oval Apt. 155
Alisonburgh, RI 15117",Hubbard Group,Thomas Miranda,wyattross@black-alexander.com,001-220-187-5926x75410,2024-03-07,"Engineer, automotive",Clothing,Shirt,Stand test early key strong speak she.,329.75,125.47,598.39,Amy Koch,"5542 Smith Expressway
New Kaylatown, NJ 58567",1483.95,raymond16@pitts.org,(812)751-5469,Shipped,2023-01-09,13,139.9,93,92f4552e-08a5-468f-b1b2-c4551f57690b,2022-12-28,Pending,1818.7
Port Michaelland,Luxembourg,Ohio,Port Jeremy,38986,"778 Munoz Curve Suite 784
Peckfort, PA 18567","Ward, Pacheco and Buckley",John Mcneil,woodwardhannah@barnett.org,3311270486,2022-05-18,Site engineer,Appliances,Board Game,Person top mind fight woman find.,651.31,330.46,342.2,Charles James,"8051 Santiago Drives
Port Kyle, NM 94814",9661.47,mark73@garcia.com,003.378.6078,Shipped,2023-07-05,17,1011.67,90,b05319ea-9614-419e-9297-b0e3534ca83f,2023-05-22,Pending,17198.39
Matthewmouth,Heard Island and McDonald Islands,South Dakota,Alexachester,84888,"474 Erica Plains
Thomasfurt, NM 15743","Haley, Serrano and Bryant",Tonya Davis,anthony79@juarez.org,(703)847-2739x063,2020-12-26,Video editor,Toys,Smartphone,Green program feel run accept start.,475.75,63.59,873.82,Jonathan Simmons,"050 Brianna Square Apt. 415
West Alexandra, MA 77608",18572.15,nathanbarnes@hotmail.com,+1-254-713-2372x71612,Processing,2023-09-16,3,136.49,89,ce7b08bc-6369-47f0-ab1c-360e97a1668c,2022-08-22,Pending,409.47
Andrealand,Chad,New Mexico,West Juliemouth,20291,"96684 Ferguson Walk Suite 717
Lake Kevin, DE 64631","Williams, Harrison and Ellison",Allison Williamson,melendezjeffrey@oneal.com,001-107-506-6375x756,2022-10-31,Medical technical officer,Appliances,Smartphone,Under of crime perhaps bag traditional.,782.13,202.22,1054.46,Sabrina Scott,"900 Jaclyn Pines
North Randy, DE 86187",19030.25,samanthafarmer@cole-morrison.com,(457)218-0434x03750,Cancelled,2023-10-06,7,1335.01,41,1fb7f5c3-eef7-4482-9a83-66fb43eb6600,2023-02-08,Pending,9345.07
Frankstad,Thailand,Louisiana,Wheelerchester,43440,"290 Fisher Station
Bookermouth, CO 57361",King and Sons,Daniel Williams,paulryan@martinez-williams.com,(002)034-4514x7195,2022-09-17,Cabin crew,Furniture,Shirt,Past thing health military future fish challenge.,632.84,117.19,632.81,Edward Lewis,"Unit 0561 Box 6760
DPO AE 13767",14275.69,petergardner@hotmail.com,+1-309-322-8558x876,Shipped,2023-02-06,20,1359.73,36,2b4a7668-ebff-42cb-ae72-5be2e3890ccd,2023-12-26,Completed,27194.6
North Wayne,Honduras,Rhode Island,South Kellyburgh,57324,"937 Zachary Isle
New Adrian, NJ 34019",Cole-Russell,Charles Durham,longashley@gmail.com,001-908-526-6964,2023-05-04,Applications developer,Toys,Headphones,Senior young lot crime wall.,39.33,232.92,472.25,Jacqueline Sullivan,"Unit 7094 Box 5928
DPO AP 46595",14850.92,calderonalejandro@hotmail.com,(335)396-4088,Processing,2023-03-31,6,575.53,89,8b52219b-f496-45ef-8afc-a1340b7966d8,2023-02-06,Pending,3453.18
New Marktown,Turkey,Kentucky,Lake Shawn,91633,"49992 Mark Ville
Amandafurt, NE 52377",Mccarthy-Green,Thomas Short,mark09@garcia.com,949.116.8425,2024-07-06,Broadcast journalist,Electronics,Jacket,Whole across establish weight message.,814.18,128.3,772.04,Edward Black,"726 Gonzalez Lights
New Samantha, WA 86346",5621.3,davidschneider@yahoo.com,835.747.0458x4170,Shipped,2024-02-24,8,1174.38,51,5f342092-cdc0-4285-8747-f09fb1b4e135,2022-10-12,Returned,9395.04
Dianabury,Portugal,Rhode Island,North Elijah,88769,"910 Rivera Haven Apt. 200
Johnton, WV 71002",Jimenez Group,Alex Howard,omar31@archer.com,001-690-992-9351x15153,2021-01-19,"Producer, television/film/video",Electronics,Doll,Sell similar for over decision politics fact.,357.51,463.18,487.95,John Vargas,"6978 Doyle Mount Apt. 964
Matthewchester, MO 05722",4880.07,dylan88@richards-rivera.com,279-336-9645,Processing,2024-01-02,8,78.76,80,ee1c9bf7-85b2-4e61-8e7a-7b22f87b2dd9,2023-04-30,Returned,630.08
